identifier,title
SH.STA.ACSN.RU,"Improved sanitation facilities, rural (% of rural population with access)"
SH.STA.ACSN.UR,"Improved sanitation facilities, urban (% of urban population with access)"
SH.STA.ANCP.Q1.ZS,Components of antenatal care (received iron tablets or syrup) (% of women with a birth): Q1 (lowest)
SH.STA.ANCP.Q2.ZS,Components of antenatal care (received iron tablets or syrup) (% of women with a birth): Q2
SH.STA.ANCP.Q3.ZS,Components of antenatal care (received iron tablets or syrup) (% of women with a birth): Q3
SH.STA.ANCP.Q4.ZS,Components of antenatal care (received iron tablets or syrup) (% of women with a birth): Q4
SH.STA.ANCP.Q5.ZS,Components of antenatal care (received iron tablets or syrup) (% of women with a birth): Q5 (highest)
SH.STA.ANV4.ZS,Pregnant women receiving prenatal care of at least four visits (% of pregnant women)
SH.STA.ANVC.Q1.ZS,Antenatal care (any skilled personnel) (% of women with a birth): Q1 (lowest)
SH.STA.ANVC.Q2.ZS,Antenatal care (any skilled personnel) (% of women with a birth): Q2
SH.STA.ANVC.Q3.ZS,Antenatal care (any skilled personnel) (% of women with a birth): Q3
SH.STA.ANVC.Q4.ZS,Antenatal care (any skilled personnel) (% of women with a birth): Q4
SH.STA.ANVC.Q5.ZS,Antenatal care (any skilled personnel) (% of women with a birth): Q5 (highest)
SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%)
SH.STA.ANVP.Q1.ZS,Antenatal care (doctor) (% of women with a birth): Q1 (lowest)
SH.STA.ANVP.Q2.ZS,Antenatal care (doctor) (% of women with a birth): Q2
SH.STA.ANVP.Q3.ZS,Antenatal care (doctor) (% of women with a birth): Q3
SH.STA.ANVP.Q4.ZS,Antenatal care (doctor) (% of women with a birth): Q4
SH.STA.ANVP.Q5.ZS,Antenatal care (doctor) (% of women with a birth): Q5 (highest)
SH.STA.ARIC.Q1.ZS,Treatment of acute respiratory infection (ARI) (% of children under 5 taken to a health provider): Q1 (lowest)
SH.STA.ARIC.Q2.ZS,Treatment of acute respiratory infection (ARI) (% of children under 5 taken to a health provider): Q2
SH.STA.ARIC.Q3.ZS,Treatment of acute respiratory infection (ARI) (% of children under 5 taken to a health provider): Q3
SH.STA.ARIC.Q4.ZS,Treatment of acute respiratory infection (ARI) (% of children under 5 taken to a health provider): Q4
SH.STA.ARIC.Q5.ZS,Treatment of acute respiratory infection (ARI) (% of children under 5 taken to a health provider): Q5 (highest)
SH.STA.ARIC.ZS,ARI treatment (% of children under 5 taken to a health provider)
SH.STA.ARIF.Q1.ZS,Prevalence of acute respiratory infection (ARI) (% of children under 5): Q1 (lowest)
SH.STA.ARIF.Q2.ZS,Prevalence of acute respiratory infection (ARI) (% of children under 5): Q2
SH.STA.ARIF.Q3.ZS,Prevalence of acute respiratory infection (ARI) (% of children under 5): Q3
SH.STA.ARIF.Q4.ZS,Prevalence of acute respiratory infection (ARI) (% of children under 5): Q4
SH.STA.ARIF.Q5.ZS,Prevalence of acute respiratory infection (ARI) (% of children under 5): Q5 (highest)
SH.STA.BFED.Q1.ZS,Breastfeeding (% of children under 6 months): Q1 (lowest)
SH.STA.BFED.Q2.ZS,Breastfeeding (% of children under 6 months): Q2
SH.STA.BFED.Q3.ZS,Breastfeeding (% of children under 6 months): Q3
SH.STA.BFED.Q4.ZS,Breastfeeding (% of children under 6 months): Q4
SH.STA.BFED.Q5.ZS,Breastfeeding (% of children under 6 months): Q5 (highest)
SH.STA.BFED.ZS,Exclusive breastfeeding (% of children under 6 months)
SH.STA.BRTC.Q1.ZS,Assistance during delivery (any skilled personnel) (% of births): Q1 (lowest)
SH.STA.BRTC.Q2.ZS,Assistance during delivery (any skilled personnel) (% of births): Q2
SH.STA.BRTC.Q3.ZS,Assistance during delivery (any skilled personnel) (% of births): Q3
SH.STA.BRTC.Q4.ZS,Assistance during delivery (any skilled personnel) (% of births): Q4
SH.STA.BRTC.Q5.ZS,Assistance during delivery (any skilled personnel) (% of births): Q5 (highest)
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total)
SH.STA.BRTF.Q1.ZS,Place of delivery (births at health facility) (% of births): Q1 (lowest)
SH.STA.BRTF.Q2.ZS,Place of delivery (births at health facility) (% of births): Q2
SH.STA.BRTF.Q3.ZS,Place of delivery (births at health facility) (% of births): Q3
SH.STA.BRTF.Q4.ZS,Place of delivery (births at health facility) (% of births): Q4
SH.STA.BRTF.Q5.ZS,Place of delivery (births at health facility) (% of births): Q5 (highest)
SH.STA.BRTP.Q1.ZS,Assistance during delivery (doctor) (% of births): Q1 (lowest)
SH.STA.BRTP.Q2.ZS,Assistance during delivery (doctor) (% of births): Q2
SH.STA.BRTP.Q3.ZS,Assistance during delivery (doctor) (% of births): Q3
SH.STA.BRTP.Q4.ZS,Assistance during delivery (doctor) (% of births): Q4
SH.STA.BRTP.Q5.ZS,Assistance during delivery (doctor) (% of births): Q5 (highest)
SH.STA.BRTW.ZS,Low-birthweight babies (% of births)
SH.STA.DIRH.Q1.ZS,Prevalence of diarrhea (% of children under 5): Q1 (lowest)
SH.STA.DIRH.Q2.ZS,Prevalence of diarrhea (% of children under 5): Q2
SH.STA.DIRH.Q3.ZS,Prevalence of diarrhea (% of children under 5): Q3
SH.STA.DIRH.Q4.ZS,Prevalence of diarrhea (% of children under 5): Q4
SH.STA.DIRH.Q5.ZS,Prevalence of diarrhea (% of children under 5): Q5 (highest)
SH.STA.FEVR.Q1.ZS,Prevalence of children with fever (% of children under 5): Q1 (lowest)
SH.STA.FEVR.Q2.ZS,Prevalence of children with fever (% of children under 5): Q2
SH.STA.FEVR.Q3.ZS,Prevalence of children with fever (% of children under 5): Q3
SH.STA.FEVR.Q4.ZS,Prevalence of children with fever (% of children under 5): Q4
SH.STA.FEVR.Q5.ZS,Prevalence of children with fever (% of children under 5): Q5 (highest)
SH.STA.LBMI.Q1.ZS,Malnourished women (BMI is less than 18.5) (% of women): Q1 (lowest)
SH.STA.LBMI.Q2.ZS,Malnourished women (BMI is less than 18.5) (% of women): Q2
SH.STA.LBMI.Q3.ZS,Malnourished women (BMI is less than 18.5) (% of women): Q3
SH.STA.LBMI.Q4.ZS,Malnourished women (BMI is less than 18.5) (% of women): Q4
SH.STA.LBMI.Q5.ZS,Malnourished women (BMI is less than 18.5) (% of women): Q5 (highest)
SH.STA.MALN.FE.ZS,"Malnutrition prevalence, weight for age, female (% of children under 5)"
SH.STA.MALN.MA.ZS,"Malnutrition prevalence, weight for age, male (% of children under 5)"
SH.STA.MALN.Q1.ZS,"Malnourished children (underweight, -2SD) (% of children under 5): Q1 (lowest)"
SH.STA.MALN.Q2.ZS,"Malnourished children (underweight, -2SD) (% of children under 5): Q2"
SH.STA.MALN.Q3.ZS,"Malnourished children (underweight, -2SD) (% of children under 5): Q3"
SH.STA.MALN.Q4.ZS,"Malnourished children (underweight, -2SD) (% of children under 5): Q4"
SH.STA.MALN.Q5.ZS,"Malnourished children (underweight, -2SD) (% of children under 5): Q5 (highest)"
SH.STA.MALN.ZS,"Malnutrition prevalence, weight for age (% of children under 5)"
SH.STA.MALR,Malaria cases reported
SH.STA.MLN3.Q1.ZS,"Malnourished children (underweight, -3SD) (% of children under 5): Q1 (lowest)"
SH.STA.MLN3.Q2.ZS,"Malnourished children (underweight, -3SD) (% of children under 5): Q2"
SH.STA.MLN3.Q3.ZS,"Malnourished children (underweight, -3SD) (% of children under 5): Q3"
SH.STA.MLN3.Q4.ZS,"Malnourished children (underweight, -3SD) (% of children under 5): Q4"
SH.STA.MLN3.Q5.ZS,"Malnourished children (underweight, -3SD) (% of children under 5): Q5 (highest)"
SH.STA.MMRT.NE,"Maternal mortality ratio (national estimate, per 100,000 live births)"
SH.STA.ORCF.ZS,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)
SH.STA.ORHF.Q1.ZS,"Treatment of diarrhea (ORS, RHS or increased fluids) (% of children under 5): Q1 (lowest)"
SH.STA.ORHF.Q2.ZS,"Treatment of diarrhea (ORS, RHS or increased fluids) (% of children under 5): Q2"
SH.STA.ORHF.Q3.ZS,"Treatment of diarrhea (ORS, RHS or increased fluids) (% of children under 5): Q3"
SH.STA.ORHF.Q4.ZS,"Treatment of diarrhea (ORS, RHS or increased fluids) (% of children under 5): Q4"
SH.STA.ORHF.Q5.ZS,"Treatment of diarrhea (ORS, RHS or increased fluids) (% of children under 5): Q5 (highest)"
SH.STA.ORHK.Q1.ZS,Knowledge of diarrhea care (% of mothers): Q1 (lowest)
SH.STA.ORHK.Q2.ZS,Knowledge of diarrhea care (% of mothers): Q2
SH.STA.ORHK.Q3.ZS,Knowledge of diarrhea care (% of mothers): Q3
SH.STA.ORHK.Q4.ZS,Knowledge of diarrhea care (% of mothers): Q4
SH.STA.ORHK.Q5.ZS,Knowledge of diarrhea care (% of mothers): Q5 (highest)
SH.STA.ORHS.Q1ZS,Treatment of diarrhea (either ORS or RHS) (% of children under 5): Q1 (lowest)
SH.STA.ORHS.Q2ZS,Treatment of diarrhea (either ORS or RHS) (% of children under 5): Q2
SH.STA.ORHS.Q3ZS,Treatment of diarrhea (either ORS or RHS) (% of children under 5): Q3
SH.STA.ORHS.Q4ZS,Treatment of diarrhea (either ORS or RHS) (% of children under 5): Q4
SH.STA.ORHS.Q5ZS,Treatment of diarrhea (either ORS or RHS) (% of children under 5): Q5 (highest)
SH.STA.ORTH,Diarrhea treatment (% of children under 5 who received ORS packet)
SH.STA.OWGH.FE.ZS,"Prevalence of overweight, female (% of children under 5)"
SH.STA.OWGH.MA.ZS,"Prevalence of overweight, male (% of children under 5)"
SH.STA.OWGH.ZS,Prevalence of overweight (% of children under 5)
SH.STA.STN3.Q1.ZS,"Malnourished children (stunting, -3SD) (% of children under 5): Q1 (lowest)"
SH.STA.STN3.Q2.ZS,"Malnourished children (stunting, -3SD) (% of children under 5): Q2"
SH.STA.STN3.Q3.ZS,"Malnourished children (stunting, -3SD) (% of children under 5): Q3"
SH.STA.STN3.Q4.ZS,"Malnourished children (stunting, -3SD) (% of children under 5): Q4"
SH.STA.STN3.Q5.ZS,"Malnourished children (stunting, -3SD) (% of children under 5): Q5 (highest)"
SH.STA.STNT.FE.ZS,"Malnutrition prevalence, height for age, female (% of children under 5)"
SH.STA.STNT.MA.ZS,"Malnutrition prevalence, height for age, male (% of children under 5)"
SH.STA.STNT.Q1.ZS,"Malnourished children (stunting, -2SD) (% of children under 5): Q1 (lowest)"
SH.STA.STNT.Q2.ZS,"Malnourished children (stunting, -2SD) (% of children under 5): Q2"
SH.STA.STNT.Q3.ZS,"Malnourished children (stunting, -2SD) (% of children under 5): Q3"
SH.STA.STNT.Q4.ZS,"Malnourished children (stunting, -2SD) (% of children under 5): Q4"
SH.STA.STNT.Q5.ZS,"Malnourished children (stunting, -2SD) (% of children under 5): Q5 (highest)"
SH.STA.STNT.ZS,"Malnutrition prevalence, height for age (% of children under 5)"
SH.STA.WAST.FE.ZS,"Prevalence of wasting, female (% of children under 5)"
SH.STA.WAST.MA.ZS,"Prevalence of wasting, male (% of children under 5)"
SH.STA.WAST.Q1.ZS,"Malnourished children (wasting, -2SD) (% of children under 5): Q1 (lowest)"
SH.STA.WAST.Q2.ZS,"Malnourished children (wasting, -2SD) (% of children under 5): Q2"
SH.STA.WAST.Q3.ZS,"Malnourished children (wasting, -2SD) (% of children under 5): Q3"
SH.STA.WAST.Q4.ZS,"Malnourished children (wasting, -2SD) (% of children under 5): Q4"
SH.STA.WAST.Q5.ZS,"Malnourished children (wasting, -2SD) (% of children under 5): Q5 (highest)"
SH.STA.WAST.ZS,Prevalence of wasting (% of children under 5)
SH.STA.WST3.Q1.ZS,"Malnourished children (wasting, -3SD) (% of children under 5): Q1 (lowest)"
SH.STA.WST3.Q2.ZS,"Malnourished children (wasting, -3SD) (% of children under 5): Q2"
SH.STA.WST3.Q3.ZS,"Malnourished children (wasting, -3SD) (% of children under 5): Q3"
SH.STA.WST3.Q4.ZS,"Malnourished children (wasting, -3SD) (% of children under 5): Q4"
SH.STA.WST3.Q5.ZS,"Malnourished children (wasting, -3SD) (% of children under 5): Q5 (highest)"
SH.SVR.WAST.FE.ZS,"Prevalence of severe wasting, weight for height, female (% of children under 5)"
SH.SVR.WAST.MA.ZS,"Prevalence of severe wasting, weight for height, male (% of children under 5)"
SH.SVR.WAST.ZS,"Prevalence of severe wasting, weight for height (% of children under 5)"
SH.TBS.DTEC.ZS,"Tuberculosis case detection rate (%, all forms)"
SH.TBS.INCD,"Incidence of tuberculosis (per 100,000 people)"
SH.TBS.MORT,"Tuberculosis death rate (per 100,000 people)"
SH.TBS.PREV,"Tuberculosis prevalence rate (per 100,000 population, WHO)"
SH.VAC.TTNS.Q1.ZS,Tetanus toxoid vaccination (% of live births): Q1 (lowest)
SH.VAC.TTNS.Q2.ZS,Tetanus toxoid vaccination (% of live births): Q2
SH.VAC.TTNS.Q3.ZS,Tetanus toxoid vaccination (% of live births): Q3
SH.VAC.TTNS.Q4.ZS,Tetanus toxoid vaccination (% of live births): Q4
SH.VAC.TTNS.Q5.ZS,Tetanus toxoid vaccination (% of live births): Q5 (highest)
SH.VAC.TTNS.ZS,Newborns protected against tetanus (%)
SH.XPD.EXTR.ZS,External resources for health (% of total expenditure on health)
SH.XPD.OOPC.TO.ZS,Out-of-pocket health expenditure (% of total expenditure on health)
SH.XPD.OOPC.ZS,Out-of-pocket health expenditure (% of private expenditure on health)
SH.XPD.PCAP,Health expenditure per capita (current US$)
SH.XPD.PCAP.PP.KD,"Health expenditure per capita, PPP (constant 2005 international $)"
SH.XPD.PRIV.ZS,"Health expenditure, private (% of GDP)"
SH.XPD.PUBL,"Health expenditure, public (% of total health expenditure)"
SH.XPD.PUBL.GX.ZS,"Health expenditure, public (% of government expenditure)"
SH.XPD.PUBL.ZS,"Health expenditure, public (% of GDP)"
SH.XPD.TOTL.ZS,"Health expenditure, total (% of GDP)"
SHRIMP_MEX,"Shrimp, Mexico, cents/kg, current$"
SI.DST.02ND.20,Income share held by second 20%
SI.DST.03RD.20,Income share held by third 20%
SI.DST.04TH.20,Income share held by fourth 20%
SI.DST.05TH.20,Income share held by highest 20%
SI.DST.10TH.10,Income share held by highest 10%
SI.DST.FRST.10,Income share held by lowest 10%
SI.DST.FRST.20,Income share held by lowest 20%
SI.POV.25DAY,Poverty headcount ratio at $2.5 a day (PPP) (% of population)
SI.POV.2DAY,Poverty headcount ratio at $2 a day (PPP) (% of population)
SI.POV.4DAY,Poverty headcount ratio at $4 a day (PPP) (% of population)
SI.POV.5DAY,Poverty headcount ratio at $5 a day (PPP) (% of population)
SI.POV.DDAY,Poverty headcount ratio at $1.25 a day (PPP) (% of population)
SI.POV.GAP2,Poverty gap at $2 a day (PPP) (%)
SI.POV.GAP25,Poverty gap at $2.5 a day (PPP) (%)
SI.POV.GAP4,Poverty gap at $4 a day (PPP) (%)
SI.POV.GAP5,Poverty gap at $5 a day (PPP) (%)
SI.POV.GAPS,Poverty gap at $1.25 a day (PPP) (%)
SI.POV.GINI,GINI index
SI.POV.NAGP,Poverty gap at national poverty line (%)
SI.POV.NAHC,Poverty headcount ratio at national poverty line (% of population)
SI.POV.NOP1,Number of poor at $1.25 a day (PPP) (millions)
SI.POV.NOP2,Number of poor at $2 a day (PPP) (millions)
SI.POV.NOP25,Number of poor at $2.5 a day (PPP) (millions)
SI.POV.NOP4,Number of poor at $4 a day (PPP) (millions)
SI.POV.NOP5,Number of poor at $5 a day (PPP) (millions)
SI.POV.RUGP,Poverty gap at rural poverty line (%)
SI.POV.RUHC,Poverty headcount ratio at rural poverty line (% of rural population)
SI.POV.URGP,Poverty gap at urban poverty line (%)
SI.POV.URHC,Poverty headcount ratio at urban poverty line (% of urban population)
SILVER,"Silver, cents/toz, current$"
SL.AGR.0714.FE.ZS,"Child employment in agriculture, female (% of female economically active children ages 7-14)"
SL.AGR.0714.MA.ZS,"Child employment in agriculture, male (% of male economically active children ages 7-14)"
SL.AGR.0714.ZS,Child employment in agriculture (% of economically active children ages 7-14)
SL.AGR.EMPL.FE.ZS,"Employees, agriculture, female (% of female employment)"
SL.AGR.EMPL.MA.ZS,"Employees, agriculture, male (% of male employment)"
SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment)
SL.EMP.1524.SP.FE.NE.ZS,"Employment to population ratio, ages 15-24, female (%) (national estimate)"
SL.EMP.1524.SP.FE.ZS,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)"
SL.EMP.1524.SP.MA.NE.ZS,"Employment to population ratio, ages 15-24, male (%) (national estimate)"
SL.EMP.1524.SP.MA.ZS,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)"
SL.EMP.1524.SP.NE.ZS,"Employment to population ratio, ages 15-24, total (%) (national estimate)"
SL.EMP.1524.SP.ZS,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)"
SL.EMP.INSV.FE.ZS,Share of women employed in the nonagricultural sector (% of total nonagricultural employment)
SL.EMP.MPYR.FE.ZS,"Employers, female (% of employment)"
SL.EMP.MPYR.MA.ZS,"Employers, male (% of employment)"
SL.EMP.MPYR.ZS,"Employers, total (% of employment)"
SL.EMP.OWAC.FE.ZS,"Own-account workers, female (% of employed)"
SL.EMP.OWAC.MA.ZS,"Own-account workers, male (% of employed)"
SL.EMP.SELF.FE.ZS,"Self-employed, female (% of females employed)"
SL.EMP.SELF.MA.ZS,"Self-employed, male (% of males employed)"
SL.EMP.SELF.ZS,"Self-employed, total (% of total employed)"
SL.EMP.TOTL.SP.FE.NE.ZS,"Employment to population ratio, 15+, female (%) (national estimate)"
SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)"
SL.EMP.TOTL.SP.MA.NE.ZS,"Employment to population ratio, 15+, male (%) (national estimate)"
SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)"
SL.EMP.TOTL.SP.NE.ZS,"Employment to population ratio, 15+, total (%) (national estimate)"
SL.EMP.TOTL.SP.ZS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)"
SL.EMP.UNDR.FE.ZS,"Time-related underemployment, female (% of employment)"
SL.EMP.UNDR.MA.ZS,"Time-related underemployment, male (% of employment)"
SL.EMP.UNDR.ZS,"Time-related underemployment, (% of employment)"
SL.EMP.VULN.FE.ZS,"Vulnerable employment, female (% of female employment)"
SL.EMP.VULN.MA.ZS,"Vulnerable employment, male (% of male employment)"
SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment)"
SL.EMP.WORK.FE.ZS,"Wage and salaried workers, female (% of females employed)"
SL.EMP.WORK.MA.ZS,"Wage and salary workers, male (% of males employed)"
SL.EMP.WORK.ZS,"Wage and salaried workers, total (% of total employed)"
SL.FAM.0714.ZS,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)"
SL.FAM.WORK.FE.ZS,"Contributing family workers, female (% of females employed)"
